0,-0.0011642
0.00096038,-0.0014816
0.0019208,-0.0010576
0.0028812,-0.00050166
0.0038415,-0.00062987
0.0048019,-0.0012786
0.0057623,-0.0015196
0.0067227,-0.0010359
0.0076831,-0.00055766
0.0086435,-0.00074357
0.0096038,-0.0012989
0.010564,-0.0014985
0.011525,-0.0011589
0.012485,-0.00079312
0.013445,-0.00089445
0.014406,-0.0012929
0.015366,-0.0013551
0.016327,-0.00088147
0.017287,-0.00048307
0.018247,-0.0007658
0.019208,-0.0014188
0.020168,-0.0016113
0.021128,-0.0011608
0.022089,-0.00073355
0.023049,-0.00089822
0.02401,-0.001369
0.02497,-0.001459
0.02593,-0.0010425
0.026891,-0.00072544
0.027851,-0.00098755
0.028812,-0.0015022
0.029772,-0.0015557
0.030732,-0.00099867
0.031693,-0.00049314
0.032653,-0.00066312
0.033613,-0.001263
0.034574,-0.00145
0.035534,-0.00094035
0.036495,-0.00046
0.037455,-0.00073246
0.038415,-0.0013782
0.039376,-0.0014685
0.040336,-0.00092123
0.041297,-0.00054763
0.042257,-0.00083583
0.043217,-0.0013601
0.044178,-0.0014754
0.045138,-0.0010996
0.046098,-0.0007508
0.047059,-0.00091637
0.048019,-0.0014326
0.04898,-0.0015983
0.04994,-0.0010973
0.0509,-0.0005317
0.051861,-0.00061821
0.052821,-0.0011718
0.053782,-0.0014069
0.054742,-0.0010829
0.055702,-0.00076191
0.056663,-0.00095472
0.057623,-0.0013972
0.058583,-0.001449
0.059544,-0.00099427
0.060504,-0.00059922
0.061465,-0.00076097
0.062425,-0.0012703
0.063385,-0.0014978
0.064346,-0.0011839
0.065306,-0.00077867
0.066267,-0.00085287
0.067227,-0.0013507
0.068187,-0.001612
0.069148,-0.001219
0.070108,-0.00060062
0.071068,-0.00052811
0.072029,-0.0010746
0.072989,-0.0014699
0.07395,-0.0011518
0.07491,-0.00056074
0.07587,-0.00055711
0.076831,-0.0011742
0.077791,-0.001546
0.078752,-0.0011471
0.079712,-0.00056777
0.080672,-0.0006543
0.081633,-0.0012799
0.082593,-0.0015311
0.083553,-0.0010294
0.084514,-0.00048919
0.085474,-0.00066161
0.086435,-0.0012703
0.087395,-0.001438
0.088355,-0.00094191
0.089316,-0.00048132
0.090276,-0.00070254
0.091236,-0.0013441
0.092197,-0.001616
0.093157,-0.0012426
0.094118,-0.0007754
0.095078,-0.00083883
0.096038,-0.0013
0.096999,-0.0014883
0.097959,-0.0011254
0.09892,-0.00073204
0.09988,-0.00090516
0.10084,-0.001456
0.1018,-0.0016051
0.10276,-0.0010698
0.10372,-0.00052294
0.10468,-0.00064494
0.10564,-0.0011781
0.1066,-0.0013793
0.10756,-0.0010869
0.10852,-0.00079677
0.10948,-0.00092909
0.11044,-0.0013442
0.1114,-0.0015595
0.11236,-0.0013035
0.11333,-0.00086299
0.11429,-0.00079535
0.11525,-0.0011961
0.11621,-0.0015003
0.11717,-0.0012327
0.11813,-0.00075711
0.11909,-0.00080865
0.12005,-0.0013939
0.12101,-0.0016618
0.12197,-0.0011397
0.12293,-0.00053461
0.12389,-0.00072699
0.12485,-0.0014258
0.12581,-0.0016316
0.12677,-0.0011427
0.12773,-0.00071924
0.12869,-0.00091186
0.12965,-0.0013747
0.13061,-0.0014625
0.13157,-0.0010564
0.13253,-0.00064581
0.13349,-0.00071264
0.13445,-0.0011782
0.13541,-0.0014953
0.13637,-0.001278
0.13733,-0.00081576
0.1383,-0.00076899
0.13926,-0.0012902
0.14022,-0.0016629
0.14118,-0.0012655
0.14214,-0.00059635
0.1431,-0.00063328
0.14406,-0.0013212
0.14502,-0.0016572
0.14598,-0.0012411
0.14694,-0.00075254
0.1479,-0.00084464
0.14886,-0.0013031
0.14982,-0.0014926
0.15078,-0.001153
0.15174,-0.00067488
